#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ACNH67_003972-T1     -            469 5439                 -           1144   6.3e-06   22.5   0.0   1   1   4.5e-08   1.1e-05   21.7   0.0   590   692   286   383   269   420 0.83 ACNH67_003972
ACNH67_000020-T1     -            175 5439                 -           1144   0.00027   17.1   0.0   1   1   1.3e-06   0.00032   16.8   0.0    73   153    88   165    58   170 0.74 ACNH67_000020
ACNH67_004421-T1     -            234 5439                 -           1144   0.00044   16.4   0.0   1   1   2.4e-06   0.00059   15.9   0.0    85   133    10    58     3    85 0.80 ACNH67_004421
ACNH67_000231-T1     -            109 5439                 -           1144   0.00059   15.9   0.0   1   1   2.6e-06   0.00063   15.8   0.0    94   166    33   103    13   106 0.78 ACNH67_000231
ACNH67_000211-T1     -            136 5439                 -           1144   0.00076   15.6   0.0   1   1   3.5e-06   0.00085   15.4   0.0   674   725    78   129    55   135 0.91 ACNH67_000211
ACNH67_002442-T1     -            669 5439                 -           1144    0.0018   14.4   0.0   1   2      0.14        33    0.2   0.0   382   416   324   358   316   362 0.92 ACNH67_002442
ACNH67_002442-T1     -            669 5439                 -           1144    0.0018   14.4   0.0   2   2   4.6e-05     0.011   11.7   0.0   596   668   437   506   418   540 0.83 ACNH67_002442
ACNH67_001998-T1     -            861 5439                 -           1144    0.0067   12.4   0.0   1   1   2.7e-05    0.0067   12.4   0.0   596   705   688   788   665   793 0.84 ACNH67_001998
ACNH67_003277-T1     -            901 5439                 -           1144    0.0089   12.0   0.8   1   1   5.1e-05     0.013   11.5   0.8    45   132   744   827   700   845 0.53 ACNH67_003277
ACNH67_000016-T1     -            173 5439                 -           1144     0.015   11.3   0.0   1   1     7e-05     0.017   11.1   0.0    79   143    83   147    59   164 0.72 ACNH67_000016
ACNH67_000178-T1     -            109 5439                 -           1144      0.04    9.9   0.0   1   1   0.00017     0.042    9.8   0.0   177   233    29    83    14   105 0.54 ACNH67_000178
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/edouard/GregarineStuff/Lgryllorum_Genome_analysis/Funannotate/Run_v3/species_train/annotate_results/busco_downloads/lineages/apicomplexa_odb12/hmms/5439at5794.hmm
# Target file:     /home/edouard/GregarineStuff/Lgryllorum_Genome_analysis/Funannotate/Run_v3/species_train/annotate_results/Leidyana_gryllorum.proteins.fa
# Option settings: hmmsearch --domtblout /home/edouard/GregarineStuff/Lgryllorum_Genome_analysis/Funannotate/Run_v3/species_train/annotate_results/busco/run_apicomplexa_odb12/hmmer_output/initial_run_results/5439at5794.out --cpu 1 /home/edouard/GregarineStuff/Lgryllorum_Genome_analysis/Funannotate/Run_v3/species_train/annotate_results/busco_downloads/lineages/apicomplexa_odb12/hmms/5439at5794.hmm /home/edouard/GregarineStuff/Lgryllorum_Genome_analysis/Funannotate/Run_v3/species_train/annotate_results/Leidyana_gryllorum.proteins.fa 
# Current dir:     /home/edouard/GregarineStuff/Lgryllorum_Genome_analysis/Funannotate/Run_v3/species_train/annotate_results
# Date:            Tue Apr  1 17:38:33 2025
# [ok]
