#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ACNH67_001772-T1     -           2088 69164                -           1175   1.8e-10   37.5 280.4   9   9     0.013       1.3    4.9   1.3   779   864  1897  1982  1834  1993 0.47 ACNH67_001772
ACNH67_005516-T1     -            505 69164                -           1175   7.2e-10   35.5  23.3   1   2   7.2e-12   7.2e-10   35.5  23.3   679   872   128   320   120   324 0.95 ACNH67_005516
ACNH67_005516-T1     -            505 69164                -           1175   7.2e-10   35.5  23.3   2   2   0.00019     0.018   11.0   4.1   270   390   343   465   329   504 0.42 ACNH67_005516
ACNH67_003317-T1     -            880 69164                -           1175   9.1e-08   28.5 108.5   1   4     6e-07   5.9e-05   19.2  30.1   200   514    84   395    77   403 0.80 ACNH67_003317
ACNH67_003317-T1     -            880 69164                -           1175   9.1e-08   28.5 108.5   2   4   0.00023     0.023   10.7  21.5   331   502   402   574   362   578 0.65 ACNH67_003317
ACNH67_003317-T1     -            880 69164                -           1175   9.1e-08   28.5 108.5   3   4   3.6e-05    0.0036   13.3  25.5   353   497   527   675   509   699 0.78 ACNH67_003317
ACNH67_003317-T1     -            880 69164                -           1175   9.1e-08   28.5 108.5   4   4    0.0032      0.31    6.9  43.7   224   954   581   847   573   866 0.38 ACNH67_003317
ACNH67_005527-T1     -           1000 69164                -           1175   9.3e-08   28.5  67.2   1   3    0.0034      0.34    6.8  10.6   865   972   328   437   274   450 0.69 ACNH67_005527
ACNH67_005527-T1     -           1000 69164                -           1175   9.3e-08   28.5  67.2   2   3   1.2e-06   0.00012   18.2  36.3   294   522   506   741   491   754 0.53 ACNH67_005527
ACNH67_005527-T1     -           1000 69164                -           1175   9.3e-08   28.5  67.2   3   3   1.7e-05    0.0017   14.4   6.5   698   879   739   923   737   928 0.75 ACNH67_005527
ACNH67_004620-T1     -           1024 69164                -           1175   2.3e-07   27.2 109.2   1   4   2.4e-05    0.0024   13.9  32.8   323   515     2   191     1   198 0.85 ACNH67_004620
ACNH67_004620-T1     -           1024 69164                -           1175   2.3e-07   27.2 109.2   2   4   5.8e-08   5.7e-06   22.6  22.7   680   901   160   377   151   392 0.89 ACNH67_004620
ACNH67_004620-T1     -           1024 69164                -           1175   2.3e-07   27.2 109.2   3   4   0.00021     0.021   10.8  16.5   297   506   456   665   413   682 0.72 ACNH67_004620
ACNH67_004620-T1     -           1024 69164                -           1175   2.3e-07   27.2 109.2   4   4      0.02       1.9    4.3  38.8   262   522   565   817   544   851 0.38 ACNH67_004620
ACNH67_005040-T1     -            692 69164                -           1175   2.4e-07   27.1  40.1   1   1   3.5e-09   3.5e-07   26.6  40.1   232   508   398   668   377   687 0.78 ACNH67_005040
ACNH67_000487-T1     -            800 69164                -           1175   1.3e-06   24.7  26.3   1   1   2.1e-08   2.1e-06   24.0  26.3   678   942   293   571   274   586 0.61 ACNH67_000487
ACNH67_002805-T1     -           1060 69164                -           1175   3.9e-06   23.1  76.0   1   3   0.00031     0.031   10.2  17.3   766   933   529   695   459   702 0.54 ACNH67_002805
ACNH67_002805-T1     -           1060 69164                -           1175   3.9e-06   23.1  76.0   2   3   9.4e-07   9.4e-05   18.6  43.0   267   518   673   927   667   931 0.94 ACNH67_002805
ACNH67_002805-T1     -           1060 69164                -           1175   3.9e-06   23.1  76.0   3   3   0.00073     0.072    9.0  15.2   263   419   886  1045   882  1051 0.85 ACNH67_002805
ACNH67_002033-T1     -            782 69164                -           1175   5.4e-06   22.7  12.2   1   2      0.37        37    0.0   0.1   667   750   267   350   262   365 0.71 ACNH67_002033
ACNH67_002033-T1     -            782 69164                -           1175   5.4e-06   22.7  12.2   2   2   5.4e-08   5.4e-06   22.7  12.2   259   404   400   545   381   588 0.64 ACNH67_002033
ACNH67_001788-T1     -           1344 69164                -           1175   7.8e-06   22.1 150.4   1   6   1.1e-05     0.001   15.1  43.3   201   510    17   331    13   352 0.84 ACNH67_001788
ACNH67_001788-T1     -           1344 69164                -           1175   7.8e-06   22.1 150.4   2   6   4.8e-05    0.0047   12.9  37.1   211   516    97   404    95   422 0.70 ACNH67_001788
ACNH67_001788-T1     -           1344 69164                -           1175   7.8e-06   22.1 150.4   3   6     0.018       1.8    4.4  34.3   299   515   432   650   422   679 0.64 ACNH67_001788
ACNH67_001788-T1     -           1344 69164                -           1175   7.8e-06   22.1 150.4   4   6    0.0002      0.02   10.8  27.0   676   962   650   941   645   951 0.65 ACNH67_001788
ACNH67_001788-T1     -           1344 69164                -           1175   7.8e-06   22.1 150.4   5   6    0.0037      0.37    6.6  23.4   260   497   893  1138   890  1146 0.79 ACNH67_001788
ACNH67_001788-T1     -           1344 69164                -           1175   7.8e-06   22.1 150.4   6   6    0.0043      0.43    6.4  17.4   243   517   995  1229   969  1288 0.41 ACNH67_001788
ACNH67_002476-T1     -            287 69164                -           1175   8.7e-06   22.0  16.4   1   1   1.1e-07   1.1e-05   21.7  16.4   376   943    55   240    36   261 0.40 ACNH67_002476
ACNH67_005379-T1     -            725 69164                -           1175   1.1e-05   21.6  34.1   1   2   1.1e-07   1.1e-05   21.6  34.1   280   501   381   601   371   606 0.87 ACNH67_005379
ACNH67_005379-T1     -            725 69164                -           1175   1.1e-05   21.6  34.1   2   2     0.073       7.2    2.4   4.2   804   914   593   696   590   724 0.51 ACNH67_005379
ACNH67_001660-T1     -            268 69164                -           1175   1.5e-05   21.2   5.4   1   1   1.9e-07   1.9e-05   20.8   5.4   775   908    23   156     6   174 0.85 ACNH67_001660
ACNH67_002926-T1     -            895 69164                -           1175   1.7e-05   21.0 144.7   1   4      0.01      0.99    5.2  27.0   809   953    85   230    74   246 0.86 ACNH67_002926
ACNH67_002926-T1     -            895 69164                -           1175   1.7e-05   21.0 144.7   2   4   9.7e-06   0.00096   15.2  51.7   260   513   244   500   228   502 0.83 ACNH67_002926
ACNH67_002926-T1     -            895 69164                -           1175   1.7e-05   21.0 144.7   3   4    0.0011      0.11    8.4  27.8   298   480   454   636   448   642 0.74 ACNH67_002926
ACNH67_002926-T1     -            895 69164                -           1175   1.7e-05   21.0 144.7   4   4    0.0014      0.14    8.0  29.5   199   437   644   884   640   892 0.72 ACNH67_002926
ACNH67_005626-T1     -           1620 69164                -           1175   2.3e-05   20.6  10.6   1   2   0.00015     0.015   11.3   2.3   264   371  1130  1237  1062  1269 0.57 ACNH67_005626
ACNH67_005626-T1     -           1620 69164                -           1175   2.3e-05   20.6  10.6   2   2   2.1e-05    0.0021   14.1   1.4   840  1011  1416  1580  1367  1589 0.61 ACNH67_005626
ACNH67_001105-T1     -            375 69164                -           1175     5e-05   19.5  11.1   1   1   6.3e-07   6.2e-05   19.1  11.1   690   845   214   367   144   374 0.88 ACNH67_001105
ACNH67_001216-T1     -           1626 69164                -           1175   0.00012   18.2  24.4   1   1   2.3e-06   0.00023   17.3  24.4   703   896   916  1105   830  1134 0.56 ACNH67_001216
ACNH67_002246-T1     -           1346 69164                -           1175   0.00013   18.1 111.1   1   5      0.21        21    0.8   0.0    41    62    24    45     4    47 0.84 ACNH67_002246
ACNH67_002246-T1     -           1346 69164                -           1175   0.00013   18.1 111.1   2   5   0.00055     0.055    9.4  39.4   253   551   193   513   177   515 0.71 ACNH67_002246
ACNH67_002246-T1     -           1346 69164                -           1175   0.00013   18.1 111.1   3   5   3.4e-05    0.0034   13.4  18.7   239   516   377   652   371   669 0.80 ACNH67_002246
ACNH67_002246-T1     -           1346 69164                -           1175   0.00013   18.1 111.1   4   5     0.029       2.8    3.7  21.5   216   502   536   826   518   846 0.51 ACNH67_002246
ACNH67_002246-T1     -           1346 69164                -           1175   0.00013   18.1 111.1   5   5   0.00017     0.017   11.0  32.9   686   956   814  1100   806  1197 0.56 ACNH67_002246
ACNH67_005012-T1     -           1349 69164                -           1175   0.00013   18.1   2.8   1   1   2.2e-06   0.00022   17.3   2.8   693   827   358   492   353   514 0.89 ACNH67_005012
ACNH67_004034-T1     -            930 69164                -           1175   0.00015   17.9  48.4   1   2   4.9e-05    0.0048   12.9  19.5   685   899   503   720   493   722 0.76 ACNH67_004034
ACNH67_004034-T1     -            930 69164                -           1175   0.00015   17.9  48.4   2   2   7.1e-05    0.0071   12.3  26.9   334   529   687   878   678   898 0.38 ACNH67_004034
ACNH67_004860-T1     -            355 69164                -           1175   0.00024   17.2   7.3   1   1   3.2e-06   0.00032   16.8   7.3   686   854   144   314   122   341 0.75 ACNH67_004860
ACNH67_005199-T1     -            300 69164                -           1175   0.00032   16.8   4.7   1   1   5.2e-06   0.00051   16.1   4.7   806   898    34   119    19   135 0.43 ACNH67_005199
ACNH67_005024-T1     -            465 69164                -           1175   0.00036   16.6  18.9   1   1   5.3e-06   0.00052   16.1  18.9   318   477    45   207    30   229 0.62 ACNH67_005024
ACNH67_000220-T1     -            996 69164                -           1175   0.00036   16.6  16.9   1   1   7.3e-06   0.00072   15.6  16.9   688   826   151   288   135   305 0.65 ACNH67_000220
ACNH67_004347-T1     -           1060 69164                -           1175   0.00047   16.2 122.7   1   3     0.003       0.3    7.0  40.4   240   523   208   496   191   508 0.59 ACNH67_004347
ACNH67_004347-T1     -           1060 69164                -           1175   0.00047   16.2 122.7   2   3       3.8   3.8e+02   -3.3  45.0   216   968   427   716   424   735 0.33 ACNH67_004347
ACNH67_004347-T1     -           1060 69164                -           1175   0.00047   16.2 122.7   3   3     2e-05    0.0019   14.2  43.5   236   514   737  1026   716  1052 0.47 ACNH67_004347
ACNH67_002800-T1     -            795 69164                -           1175   0.00066   15.7  34.0   1   1   1.2e-05    0.0012   14.9  34.0   286   528   503   754   486   770 0.71 ACNH67_002800
ACNH67_001447-T1     -           2780 69164                -           1175   0.00088   15.3  43.5   1   3     2e-05     0.002   14.2  23.4   275   507   282   517   268   525 0.87 ACNH67_001447
ACNH67_001447-T1     -           2780 69164                -           1175   0.00088   15.3  43.5   2   3    0.0015      0.15    7.9   2.5   835   901   520   586   507   597 0.74 ACNH67_001447
ACNH67_001447-T1     -           2780 69164                -           1175   0.00088   15.3  43.5   3   3     0.018       1.7    4.4   2.6   682   844   601   765   591   794 0.76 ACNH67_001447
ACNH67_003795-T1     -            189 69164                -           1175    0.0013   14.8   1.4   1   1   1.5e-05    0.0015   14.6   1.4   829   919    70   160    57   185 0.65 ACNH67_003795
ACNH67_003355-T1     -            645 69164                -           1175    0.0017   14.4  28.6   1   1   2.6e-05    0.0026   13.8  28.6   263   516   254   508   241   523 0.85 ACNH67_003355
ACNH67_002806-T1     -            584 69164                -           1175    0.0029   13.6   1.2   1   1   4.2e-05    0.0042   13.1   1.2   723   807   496   578   476   582 0.84 ACNH67_002806
ACNH67_003450-T1     -            487 69164                -           1175    0.0032   13.5   0.0   1   1   5.5e-05    0.0055   12.7   0.0  1070  1113   344   383   341   405 0.80 ACNH67_003450
ACNH67_001188-T1     -            249 69164                -           1175    0.0033   13.4  11.5   1   1   4.2e-05    0.0041   13.1  11.5   202   352    21   173    18   198 0.84 ACNH67_001188
ACNH67_003762-T1     -            522 69164                -           1175     0.013   11.5  29.3   1   2   0.00027     0.027   10.4  11.6   380   484    24   134     4   155 0.37 ACNH67_003762
ACNH67_003762-T1     -            522 69164                -           1175     0.013   11.5  29.3   2   2    0.0027      0.27    7.1   9.7   354   937   281   379   219   427 0.47 ACNH67_003762
ACNH67_003641-T1     -            569 69164                -           1175     0.013   11.5  10.4   1   1   0.00017     0.017   11.1  10.4   379   515   189   329   186   343 0.77 ACNH67_003641
ACNH67_005094-T1     -            630 69164                -           1175     0.013   11.5  14.6   1   1   0.00018     0.017   11.0  14.6   766   896   152   282   138   289 0.48 ACNH67_005094
ACNH67_005243-T1     -            807 69164                -           1175     0.013   11.4  45.0   1   3   1.2e-05    0.0012   14.9  17.2   305   515    43   250    36   256 0.84 ACNH67_005243
ACNH67_005243-T1     -            807 69164                -           1175     0.013   11.4  45.0   2   3    0.0073      0.72    5.7  18.3   262   462   155   356   140   409 0.52 ACNH67_005243
ACNH67_005243-T1     -            807 69164                -           1175     0.013   11.4  45.0   3   3     0.012       1.2    4.9   9.0   299   462   433   600   420   658 0.58 ACNH67_005243
ACNH67_004922-T1     -            448 69164                -           1175     0.014   11.4   6.3   1   1   0.00019     0.018   11.0   6.3   324   421    31   128    17   139 0.75 ACNH67_004922
ACNH67_004174-T1     -            497 69164                -           1175     0.037   10.0  47.1   1   2     0.001       0.1    8.5   8.3   846   914   139   207   135   226 0.84 ACNH67_004174
ACNH67_004174-T1     -            497 69164                -           1175     0.037   10.0  47.1   2   2    0.0066      0.66    5.8  32.6   686   914   216   444   211   454 0.77 ACNH67_004174
ACNH67_002260-T1     -            262 69164                -           1175     0.045    9.7   8.9   1   1   0.00065     0.065    9.1   8.9   362   485   122   246   104   252 0.80 ACNH67_002260
ACNH67_000978-T1     -            702 69164                -           1175     0.049    9.5  37.8   1   2    0.0042      0.41    6.5  18.5   295   521   119   352    90   354 0.55 ACNH67_000978
ACNH67_000978-T1     -            702 69164                -           1175     0.049    9.5  37.8   2   2    0.0034      0.34    6.8  15.9   686   889   346   551   338   578 0.81 ACNH67_000978
ACNH67_001698-T1     -            755 69164                -           1175     0.072    9.0  43.6   1   1   0.00099     0.099    8.5  43.6   267   530   340   598   317   605 0.71 ACNH67_001698
ACNH67_004196-T1     -            656 69164                -           1175      0.17    7.7  11.0   1   1    0.0028      0.28    7.1  11.0   357   515   437   591   418   641 0.48 ACNH67_004196
ACNH67_002802-T1     -           1160 69164                -           1175      0.24    7.2 122.2   1   4      0.27        27    0.5  24.9   800   947   540   688   481   698 0.69 ACNH67_002802
ACNH67_002802-T1     -           1160 69164                -           1175      0.24    7.2 122.2   2   4      0.17        17    1.1  49.3   695   965   705   970   691   975 0.58 ACNH67_002802
ACNH67_002802-T1     -           1160 69164                -           1175      0.24    7.2 122.2   3   4    0.0045      0.45    6.4  43.2   677   896   806  1023   799  1029 0.67 ACNH67_002802
ACNH67_002802-T1     -           1160 69164                -           1175      0.24    7.2 122.2   4   4   6.3e-05    0.0063   12.5  49.8   262   511   896  1151   887  1158 0.63 ACNH67_002802
ACNH67_004315-T1     -            725 69164                -           1175      0.26    7.1  64.2   1   3    0.0045      0.45    6.4  33.1   214   401   234   415   213   416 0.67 ACNH67_004315
ACNH67_004315-T1     -            725 69164                -           1175      0.26    7.1  64.2   2   3   3.2e-05    0.0031   13.5  32.5   282   497   338   562   333   576 0.73 ACNH67_004315
ACNH67_004315-T1     -            725 69164                -           1175      0.26    7.1  64.2   3   3       1.3   1.3e+02   -1.7   0.3   833   852   690   709   661   717 0.34 ACNH67_004315
ACNH67_003168-T1     -            579 69164                -           1175      0.51    6.2  54.9   1   2    0.0066      0.65    5.8   9.2   346   537    27   222     4   232 0.64 ACNH67_003168
ACNH67_003168-T1     -            579 69164                -           1175      0.51    6.2  54.9   2   2    0.0078      0.78    5.6  37.2   677  1003   240   570   234   578 0.74 ACNH67_003168
ACNH67_001865-T1     -           1020 69164                -           1175      0.65    5.8  28.0   1   1    0.0087      0.87    5.4  28.0   290   521   711   938   682   955 0.70 ACNH67_001865
ACNH67_001544-T1     -            700 69164                -           1175       1.1    5.1  49.0   1   2    0.0036      0.36    6.7  11.8   389   540    26   182     9   209 0.70 ACNH67_001544
ACNH67_001544-T1     -            700 69164                -           1175       1.1    5.1  49.0   2   2      0.03       2.9    3.7  28.7   706  1022   250   564   227   580 0.62 ACNH67_001544
ACNH67_002613-T1     -           1122 69164                -           1175       1.2    5.0  29.3   1   2   7.3e-05    0.0072   12.3   5.7   288   454    48   217    28   235 0.53 ACNH67_002613
ACNH67_002613-T1     -           1122 69164                -           1175       1.2    5.0  29.3   2   2    0.0047      0.47    6.3   1.4   681   791   424   533   415   541 0.75 ACNH67_002613
ACNH67_000951-T1     -            777 69164                -           1175       1.3    4.8  40.3   1   3       2.3   2.2e+02   -2.6   0.1   669   750     4    85     1    97 0.45 ACNH67_000951
ACNH67_000951-T1     -            777 69164                -           1175       1.3    4.8  40.3   2   3     0.081       8.1    2.2   7.4   402   496   400   520   374   527 0.40 ACNH67_000951
ACNH67_000951-T1     -            777 69164                -           1175       1.3    4.8  40.3   3   3   0.00011     0.011   11.7  21.0   348   544   581   776   553   777 0.88 ACNH67_000951
ACNH67_004535-T1     -           1307 69164                -           1175       1.9    4.3  81.1   1   2       1.5   1.5e+02   -2.0  19.8   694   889   779   975   766   981 0.39 ACNH67_004535
ACNH67_004535-T1     -           1307 69164                -           1175       1.9    4.3  81.1   2   2   0.00086     0.085    8.8  56.3   218   517   977  1284   969  1303 0.79 ACNH67_004535
ACNH67_000218-T1     -            357 69164                -           1175       3.8    3.3  45.9   1   2    0.0011      0.11    8.4  34.7   309   508    19   221    10   225 0.57 ACNH67_000218
ACNH67_000218-T1     -            357 69164                -           1175       3.8    3.3  45.9   2   2     0.094       9.3    2.0  12.3   260   413   173   327   169   356 0.71 ACNH67_000218
ACNH67_004069-T1     -           1089 69164                -           1175       8.7    2.1  18.6   1   2       3.3   3.2e+02   -3.1   0.1   729   752   273   296   241   330 0.39 ACNH67_004069
ACNH67_004069-T1     -           1089 69164                -           1175       8.7    2.1  18.6   2   2     0.011       1.1    5.1  14.4   341   447   642   751   630   772 0.45 ACNH67_004069
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/edouard/GregarineStuff/Lgryllorum_Genome_analysis/Funannotate/Run_v3/species_train/annotate_results/busco_downloads/lineages/apicomplexa_odb12/hmms/69164at5794.hmm
# Target file:     /home/edouard/GregarineStuff/Lgryllorum_Genome_analysis/Funannotate/Run_v3/species_train/annotate_results/Leidyana_gryllorum.proteins.fa
# Option settings: hmmsearch --domtblout /home/edouard/GregarineStuff/Lgryllorum_Genome_analysis/Funannotate/Run_v3/species_train/annotate_results/busco/run_apicomplexa_odb12/hmmer_output/initial_run_results/69164at5794.out --cpu 1 /home/edouard/GregarineStuff/Lgryllorum_Genome_analysis/Funannotate/Run_v3/species_train/annotate_results/busco_downloads/lineages/apicomplexa_odb12/hmms/69164at5794.hmm /home/edouard/GregarineStuff/Lgryllorum_Genome_analysis/Funannotate/Run_v3/species_train/annotate_results/Leidyana_gryllorum.proteins.fa 
# Current dir:     /home/edouard/GregarineStuff/Lgryllorum_Genome_analysis/Funannotate/Run_v3/species_train/annotate_results
# Date:            Tue Apr  1 17:39:35 2025
# [ok]
