#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ACNH67_001660-T1     -            268 33274                -           1015     0.011   11.9   5.4   1   1   7.5e-05     0.014   11.5   5.4   611   741    20   153     4   167 0.65 ACNH67_001660
ACNH67_005199-T1     -            300 33274                -           1015     0.011   11.8   6.2   1   1   9.3e-05     0.018   11.2   6.2   644   724    35   116    20   127 0.80 ACNH67_005199
ACNH67_003336-T1     -            430 33274                -           1015     0.032   10.3  23.2   1   1   0.00023     0.043    9.9  23.2   588   752   212   372   178   416 0.69 ACNH67_003336
ACNH67_002476-T1     -            287 33274                -           1015     0.035   10.1  16.5   1   1   0.00031     0.059    9.4  16.5   575   740    56   222    40   263 0.41 ACNH67_002476
ACNH67_005040-T1     -            692 33274                -           1015     0.049    9.7  48.7   1   2    0.0023      0.43    6.5  36.6   539   742   413   608   390   609 0.57 ACNH67_005040
ACNH67_005040-T1     -            692 33274                -           1015     0.049    9.7  48.7   2   2   0.00012     0.023   10.8  28.8   569   744   493   666   484   682 0.84 ACNH67_005040
ACNH67_004034-T1     -            930 33274                -           1015      0.13    8.3  54.4   1   2    0.0019      0.36    6.8  29.0   550   764   542   747   521   753 0.79 ACNH67_004034
ACNH67_004034-T1     -            930 33274                -           1015      0.13    8.3  54.4   2   2    0.0087       1.6    4.6  20.4   539   668   750   881   745   892 0.87 ACNH67_004034
ACNH67_003641-T1     -            569 33274                -           1015      0.13    8.3  12.0   1   1   0.00095      0.18    7.8  12.0   653   762   221   329   197   341 0.58 ACNH67_003641
ACNH67_002805-T1     -           1060 33274                -           1015      0.31    7.0  74.7   1   2     0.004      0.76    5.7  48.1   568   845   566   855   520   857 0.72 ACNH67_002805
ACNH67_002805-T1     -           1060 33274                -           1015      0.31    7.0  74.7   2   2     0.016       2.9    3.8  31.4   158   364   794   989   783  1037 0.56 ACNH67_002805
ACNH67_001216-T1     -           1626 33274                -           1015      0.36    6.8  28.7   1   1    0.0032      0.61    6.0  28.7   561   737   934  1103   865  1128 0.51 ACNH67_001216
ACNH67_000505-T1     -            568 33274                -           1015      0.37    6.8   5.8   1   1    0.0029      0.55    6.2   5.8   563   630   157   224   155   230 0.93 ACNH67_000505
ACNH67_002804-T1     -            779 33274                -           1015      0.68    5.9  27.2   1   2     0.031       5.8    2.8  18.2   540   679   534   671   528   710 0.70 ACNH67_002804
ACNH67_002804-T1     -            779 33274                -           1015      0.68    5.9  27.2   2   2     0.011       2.1    4.3   6.0   549   629   688   771   681   777 0.73 ACNH67_002804
ACNH67_005024-T1     -            465 33274                -           1015      0.79    5.7  24.1   1   1    0.0088       1.7    4.6  24.1   557   730    37   208    30   229 0.64 ACNH67_005024
ACNH67_000146-T1     -           1120 33274                -           1015       0.9    5.5  28.5   1   2     0.025       4.8    3.1  11.5   616   752    19   150     6   155 0.77 ACNH67_000146
ACNH67_000146-T1     -           1120 33274                -           1015       0.9    5.5  28.5   2   2    0.0053         1    5.3  27.2   588   735    95   239    40   243 0.78 ACNH67_000146
ACNH67_000487-T1     -            800 33274                -           1015      0.96    5.4  37.6   1   1    0.0084       1.6    4.7  37.6   574   809   310   551   294   577 0.57 ACNH67_000487
ACNH67_000218-T1     -            357 33274                -           1015       1.2    5.1  47.0   1   2     0.053        10    2.0  46.7   562   839    11   287     9   296 0.71 ACNH67_000218
ACNH67_000218-T1     -            357 33274                -           1015       1.2    5.1  47.0   2   2     0.053        10    2.0   3.2   172   249   250   327   232   353 0.65 ACNH67_000218
ACNH67_004315-T1     -            725 33274                -           1015       2.2    4.2  61.4   1   2     0.011       2.1    4.3  57.1   550   843   247   562   233   569 0.62 ACNH67_004315
ACNH67_004315-T1     -            725 33274                -           1015       2.2    4.2  61.4   2   2      0.18        35    0.2   0.1   543   568   689   714   665   721 0.70 ACNH67_004315
ACNH67_001105-T1     -            375 33274                -           1015       2.8    3.9  21.1   1   1   0.00066      0.13    8.3  12.1   654   769   194   307   172   316 0.82 ACNH67_001105
ACNH67_005094-T1     -            630 33274                -           1015       2.8    3.9  17.7   1   1     0.022       4.1    3.3  17.7   659   786   151   278   139   287 0.40 ACNH67_005094
ACNH67_005527-T1     -           1000 33274                -           1015       3.7    3.5  78.4   1   3      0.14        26    0.7  10.0   566   661   342   434   276   450 0.57 ACNH67_005527
ACNH67_005527-T1     -           1000 33274                -           1015       3.7    3.5  78.4   2   3    0.0009      0.17    7.9  34.5   565   742   495   684   491   711 0.67 ACNH67_005527
ACNH67_005527-T1     -           1000 33274                -           1015       3.7    3.5  78.4   3   3     0.056        11    2.0  27.0   551   728   667   850   662   911 0.58 ACNH67_005527
ACNH67_005198-T1     -            611 33274                -           1015       4.8    3.1  23.8   1   2      0.77   1.5e+02   -1.8   0.1   721   766    49    94    31   107 0.62 ACNH67_005198
ACNH67_005198-T1     -            611 33274                -           1015       4.8    3.1  23.8   2   2    0.0072       1.4    4.9  20.5   584   751   367   521   343   532 0.74 ACNH67_005198
ACNH67_000978-T1     -            702 33274                -           1015       7.1    2.5  47.1   1   2     0.011       2.1    4.3  30.0   574   839   116   387    93   391 0.72 ACNH67_000978
ACNH67_000978-T1     -            702 33274                -           1015       7.1    2.5  47.1   2   2    0.0013      0.25    7.3  38.2   548   832   262   546   248   575 0.66 ACNH67_000978
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/edouard/GregarineStuff/Lgryllorum_Genome_analysis/Funannotate/Run_v3/species_train/annotate_results/busco_downloads/lineages/apicomplexa_odb12/hmms/33274at5794.hmm
# Target file:     /home/edouard/GregarineStuff/Lgryllorum_Genome_analysis/Funannotate/Run_v3/species_train/annotate_results/Leidyana_gryllorum.proteins.fa
# Option settings: hmmsearch --domtblout /home/edouard/GregarineStuff/Lgryllorum_Genome_analysis/Funannotate/Run_v3/species_train/annotate_results/busco/run_apicomplexa_odb12/hmmer_output/initial_run_results/33274at5794.out --cpu 1 /home/edouard/GregarineStuff/Lgryllorum_Genome_analysis/Funannotate/Run_v3/species_train/annotate_results/busco_downloads/lineages/apicomplexa_odb12/hmms/33274at5794.hmm /home/edouard/GregarineStuff/Lgryllorum_Genome_analysis/Funannotate/Run_v3/species_train/annotate_results/Leidyana_gryllorum.proteins.fa 
# Current dir:     /home/edouard/GregarineStuff/Lgryllorum_Genome_analysis/Funannotate/Run_v3/species_train/annotate_results
# Date:            Tue Apr  1 17:37:40 2025
# [ok]
