#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ACNH67_000948-T1     -           1402 32660                -           1330   2.3e-38  129.8  16.6   5   5   2.4e-23   7.7e-21   71.7   0.1   674   808  1223  1354  1202  1369 0.90 ACNH67_000948
ACNH67_000873-T1     -            891 32660                -           1330   4.1e-29   99.2   0.0   1   2   3.2e-15     1e-12   44.9   0.0   269   518   379   620   374   647 0.79 ACNH67_000873
ACNH67_000873-T1     -            891 32660                -           1330   4.1e-29   99.2   0.0   2   2   3.1e-17   9.7e-15   51.5   0.0   680   798   687   805   650   813 0.91 ACNH67_000873
ACNH67_001414-T1     -            729 32660                -           1330   2.3e-05   20.5   0.5   1   3      0.42   1.3e+02   -1.9   2.8   863   912    82   132    44   146 0.64 ACNH67_001414
ACNH67_001414-T1     -            729 32660                -           1330   2.3e-05   20.5   0.5   2   3   7.2e-08   2.3e-05   20.5   0.5   110   147   250   287   235   299 0.84 ACNH67_001414
ACNH67_001414-T1     -            729 32660                -           1330   2.3e-05   20.5   0.5   3   3         4   1.3e+03   -5.2   0.9    85    93   328   336   326   339 0.77 ACNH67_001414
ACNH67_005581-T1     -           1483 32660                -           1330      0.23    7.2  16.0   1   2   1.7e-05    0.0055   12.6   9.0    46    93   268   319   262   324 0.88 ACNH67_005581
ACNH67_005581-T1     -           1483 32660                -           1330      0.23    7.2  16.0   2   2      0.57   1.8e+02   -2.4   0.6    50    76   410   438   404   445 0.86 ACNH67_005581
ACNH67_003820-T1     -            443 32660                -           1330      0.31    6.8   4.1   1   1    0.0012      0.38    6.5   4.1    86   165   357   441   355   443 0.67 ACNH67_003820
ACNH67_005580-T1     -           1382 32660                -           1330      0.52    6.0  15.7   1   2   4.9e-05     0.015   11.1   8.9    46    93   269   320   263   325 0.88 ACNH67_005580
ACNH67_005580-T1     -           1382 32660                -           1330      0.52    6.0  15.7   2   2      0.46   1.4e+02   -2.1   0.5    50    76   411   439   404   448 0.85 ACNH67_005580
ACNH67_001119-T1     -           1673 32660                -           1330       1.5    4.5   7.6   1   1    0.0072       2.2    3.9   7.6   116   159  1623  1670  1609  1672 0.83 ACNH67_001119
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/edouard/GregarineStuff/Lgryllorum_Genome_analysis/Funannotate/Run_v3/species_train/annotate_results/busco_downloads/lineages/apicomplexa_odb12/hmms/32660at5794.hmm
# Target file:     /home/edouard/GregarineStuff/Lgryllorum_Genome_analysis/Funannotate/Run_v3/species_train/annotate_results/Leidyana_gryllorum.proteins.fa
# Option settings: hmmsearch --domtblout /home/edouard/GregarineStuff/Lgryllorum_Genome_analysis/Funannotate/Run_v3/species_train/annotate_results/busco/run_apicomplexa_odb12/hmmer_output/initial_run_results/32660at5794.out --cpu 1 /home/edouard/GregarineStuff/Lgryllorum_Genome_analysis/Funannotate/Run_v3/species_train/annotate_results/busco_downloads/lineages/apicomplexa_odb12/hmms/32660at5794.hmm /home/edouard/GregarineStuff/Lgryllorum_Genome_analysis/Funannotate/Run_v3/species_train/annotate_results/Leidyana_gryllorum.proteins.fa 
# Current dir:     /home/edouard/GregarineStuff/Lgryllorum_Genome_analysis/Funannotate/Run_v3/species_train/annotate_results
# Date:            Tue Apr  1 17:37:30 2025
# [ok]
