ACNH67_000088-T1	XP_011131625.1	39.8	369	220	2	94	460	34	402	3.48e-93	286	XP_011131625.1 ATP-dependent RNA helicase eIF4A [Gregarina niphandrodes]
ACNH67_000088-T1	XP_011128822.1	39.3	369	222	2	94	460	23	391	7.57e-87	269	XP_011128822.1 DEAD box ATP-dependent RNA helicase [Gregarina niphandrodes]
ACNH67_000088-T1	XP_011134380.1	35.6	382	236	6	95	466	44	425	1.29e-74	239	XP_011134380.1 DEAD-box ATP-dependent RNA helicase [Gregarina niphandrodes]
ACNH67_000088-T1	XP_011134114.1	30.7	374	243	4	100	458	189	561	1.63e-56	196	XP_011134114.1 helicase [Gregarina niphandrodes]
ACNH67_000088-T1	XP_011128702.1	33.3	381	224	10	100	458	30	402	3.58e-54	185	XP_011128702.1 RNA helicase [Gregarina niphandrodes]
ACNH67_000088-T1	XP_011130971.1	31.1	370	248	3	93	455	116	485	1.94e-53	186	XP_011130971.1 putative DEAD box ATP-dependent RNA helicase [Gregarina niphandrodes]
ACNH67_000088-T1	XP_011129018.1	30.5	430	256	8	73	461	489	916	9.15e-53	189	XP_011129018.1 RNA helicase [Gregarina niphandrodes]
ACNH67_000088-T1	XP_011133035.1	31.9	382	244	6	95	460	328	709	2.63e-47	173	XP_011133035.1 helicase [Gregarina niphandrodes]
ACNH67_000088-T1	XP_011134116.1	30.0	343	224	7	111	438	27	368	8.63e-41	154	XP_011134116.1 helicase [Gregarina niphandrodes]
ACNH67_000088-T1	XP_011134124.1	28.4	395	227	5	96	434	2	396	4.07e-38	142	XP_011134124.1 helicase [Gregarina niphandrodes]
ACNH67_000088-T1	XP_011131803.1	27.9	408	192	10	110	423	238	637	1.13e-29	120	XP_011131803.1 helicase [Gregarina niphandrodes]
ACNH67_000088-T1	XP_011129879.1	36.9	195	104	3	100	275	49	243	3.42e-28	115	XP_011129879.1 helicase [Gregarina niphandrodes]
ACNH67_000088-T1	XP_011129819.1	30.7	176	85	5	111	249	32	207	4.16e-13	69.3	XP_011129819.1 RNA helicase [Gregarina niphandrodes]
ACNH67_000092-T1	XP_011132763.1	33.3	222	124	5	6	225	2	201	9.08e-31	117	XP_011132763.1 brix domain protein [Gregarina niphandrodes]
ACNH67_000093-T1	XP_011130335.1	33.2	235	140	3	302	526	261	488	2.27e-29	119	XP_011130335.1 inositol phospholipid synthesis protein Scs3p [Gregarina niphandrodes]
ACNH67_000095-T1	XP_011129424.1	47.6	307	137	3	11	294	14	319	4.15e-93	276	XP_011129424.1 putative glutathione S-transferase domain protein [Gregarina niphandrodes]
ACNH67_000096-T1	XP_011130545.1	53.3	304	131	4	3	298	2	302	5.26e-110	320	XP_011130545.1 spermidine synthase [Gregarina niphandrodes]
ACNH67_000097-T1	XP_011130211.1	52.2	272	103	5	156	403	1	269	1.95e-95	285	XP_011130211.1 protein kinase domain protein [Gregarina niphandrodes]
ACNH67_000097-T1	XP_011129322.1	37.4	356	151	8	50	401	2	289	5.06e-68	215	XP_011129322.1 cyclin-dependent serine/threonine protein kinase [Gregarina niphandrodes]
ACNH67_000097-T1	XP_011134516.1	36.4	393	197	12	49	401	22	401	4.98e-65	211	XP_011134516.1 cyclin-dependent protein kinase-like serine/threonine kinase family catalytic domain protein [Gregarina niphandrodes]
ACNH67_000097-T1	XP_011131242.1	36.8	326	133	9	77	399	1	256	2.69e-54	179	XP_011131242.1 cyclin-dependent protein kinase-like serine/threonine kinase family catalytic domain protein [Gregarina niphandrodes]
ACNH67_000097-T1	XP_011132784.1	29.8	409	169	15	57	407	21	369	3.58e-42	151	XP_011132784.1 protein kinase domain protein [Gregarina niphandrodes]
ACNH67_000097-T1	XP_011131859.1	29.9	364	179	10	52	405	11	308	5.36e-42	149	XP_011131859.1 protein kinase domain protein [Gregarina niphandrodes]
ACNH67_000097-T1	XP_011132970.1	32.7	358	164	9	52	400	27	316	1.83e-40	145	XP_011132970.1 cyclin-dependent protein kinase-like serine/threonine kinase family catalytic domain protein [Gregarina niphandrodes]
ACNH67_000097-T1	XP_011130210.1	60.7	112	36	2	39	145	17	125	4.62e-38	132	XP_011130210.1 protein kinase domain protein [Gregarina niphandrodes]
ACNH67_000097-T1	XP_011128572.1	28.9	388	225	11	46	404	7	372	5.17e-38	140	XP_011128572.1 putative serine/threonine-protein kinase/mitogen-activated protein kinase [Gregarina niphandrodes]
ACNH67_000097-T1	XP_011133048.1	26.2	404	225	14	50	402	105	486	2.36e-28	114	XP_011133048.1 protein kinase [Gregarina niphandrodes]
ACNH67_000097-T1	XP_011130415.1	25.7	373	180	16	50	403	47	341	5.89e-22	96.7	XP_011130415.1 casein protein kinase 2 alpha subunit, partial [Gregarina niphandrodes]
ACNH67_000097-T1	XP_011134041.1	24.8	282	127	8	56	324	128	337	3.79e-17	81.3	XP_011134041.1 putative calcium-dependent protein kinase [Gregarina niphandrodes]
ACNH67_000097-T1	XP_011134349.1	23.1	286	154	7	49	332	290	511	1.58e-15	76.3	XP_011134349.1 protein kinase [Gregarina niphandrodes]
ACNH67_000097-T1	XP_011129769.1	24.9	273	132	9	52	317	15	221	3.96e-14	72.4	XP_011129769.1 protein kinase domain protein, partial [Gregarina niphandrodes]
ACNH67_000097-T1	XP_011132605.1	23.9	280	140	8	52	322	6	221	9.80e-12	63.2	XP_011132605.1 protein serine/threonine kinase catalytic domain protein, partial [Gregarina niphandrodes]
ACNH67_000097-T1	XP_011130444.1	23.2	220	130	6	142	322	264	483	1.37e-09	57.8	XP_011130444.1 protein kinase domain protein [Gregarina niphandrodes]
ACNH67_000097-T1	XP_011132124.1	26.2	282	121	11	57	311	1	222	1.03e-08	53.5	XP_011132124.1 putative serine/threonine protein kinase [Gregarina niphandrodes]
ACNH67_000097-T1	XP_011128486.1	23.6	343	164	11	50	357	486	765	1.37e-07	51.6	XP_011128486.1 protein kinase domain protein, partial [Gregarina niphandrodes]
ACNH67_000097-T1	XP_011128814.1	25.8	163	100	6	46	199	18	168	3.52e-07	49.7	XP_011128814.1 putative protein kinase [Gregarina niphandrodes]
ACNH67_000097-T1	XP_011132272.1	23.4	290	145	9	37	320	39	257	4.57e-06	46.2	XP_011132272.1 putative CAMP-dependent protein kinase catalytic subunit [Gregarina niphandrodes]
ACNH67_000098-T1	XP_011129875.1	46.6	1410	543	29	100	1374	18	1352	0.0	1137	XP_011129875.1 adenylate/guanylate cyclase [Gregarina niphandrodes]
ACNH67_000098-T1	XP_011129876.1	55.6	72	30	1	1708	1779	30	99	4.88e-17	81.6	XP_011129876.1 hypothetical protein GNI_054460 [Gregarina niphandrodes]
ACNH67_000099-T1	XP_011129584.1	41.7	180	80	4	994	1166	732	893	1.30e-31	133	XP_011129584.1 putative nucleoporin, partial [Gregarina niphandrodes]
ACNH67_000101-T1	XP_011129840.1	51.3	567	246	7	200	744	7	565	7.91e-195	564	XP_011129840.1 glutamyl-tRNA synthetase [Gregarina niphandrodes]
ACNH67_000101-T1	XP_011131329.1	34.7	527	317	9	209	716	33	551	4.39e-80	266	XP_011131329.1 glutamine-tRNA ligase [Gregarina niphandrodes]
ACNH67_000113-T1	XP_011131432.1	37.9	256	149	6	78	330	2	250	1.13e-47	169	XP_011131432.1 bestrophin [Gregarina niphandrodes]
ACNH67_000114-T1	XP_011129690.1	67.1	158	51	1	6	163	2	158	1.82e-76	223	XP_011129690.1 putative ubiquitin-conjugating enzyme E2 [Gregarina niphandrodes]
ACNH67_000114-T1	XP_011133405.1	36.0	139	75	1	25	163	27	151	4.19e-30	106	XP_011133405.1 putative ubiquitin-conjugating enzyme E2 [Gregarina niphandrodes]
ACNH67_000114-T1	XP_011128965.1	35.0	123	68	1	36	158	40	150	1.47e-25	94.0	XP_011128965.1 putative ubiquitin conjugating enzyme [Gregarina niphandrodes]
ACNH67_000114-T1	XP_011131288.1	29.8	124	73	1	26	149	11	120	7.99e-23	86.3	XP_011131288.1 putative ubiquitin-conjugating enzyme E2 [Gregarina niphandrodes]
ACNH67_000117-T1	XP_011131581.1	47.5	377	186	3	12	387	9	374	1.39e-118	347	XP_011131581.1 actin [Gregarina niphandrodes]
ACNH67_000117-T1	XP_011128942.1	44.7	380	199	4	12	389	12	382	3.27e-105	313	XP_011128942.1 actin [Gregarina niphandrodes]
ACNH67_000117-T1	XP_011129506.1	41.9	384	206	3	7	386	1	371	7.45e-102	304	XP_011129506.1 putative actin [Gregarina niphandrodes]
ACNH67_000117-T1	XP_011131180.1	32.1	386	235	6	12	386	6	375	1.73e-63	206	XP_011131180.1 actin [Gregarina niphandrodes]
ACNH67_000118-T1	XP_011130270.1	44.5	560	284	9	34	587	42	580	3.72e-136	410	XP_011130270.1 putative transmembrane protein [Gregarina niphandrodes]
ACNH67_000118-T1	XP_011133408.1	25.7	610	413	16	25	609	212	806	3.77e-28	118	XP_011133408.1 putative DUF895 domain protein [Gregarina niphandrodes]
ACNH67_000119-T1	XP_011131161.1	29.7	993	542	24	131	1005	11	965	1.42e-124	402	XP_011131161.1 putative piwi domain protein [Gregarina niphandrodes]
ACNH67_000120-T1	XP_011133182.1	46.0	524	241	12	1	498	3	510	1.33e-139	427	XP_011133182.1 60S ribosomal protein L3 [Gregarina niphandrodes]
ACNH67_000121-T1	XP_011130271.1	41.7	84	38	4	61	139	7	84	2.42e-07	48.1	XP_011130271.1 putative RNA-binding protein [Gregarina niphandrodes]
ACNH67_000123-T1	XP_011131791.1	35.6	849	493	20	106	931	1	818	3.47e-142	442	XP_011131791.1 coatomer subunit gamma [Gregarina niphandrodes]
ACNH67_000124-T1	XP_011129793.1	50.6	1135	423	17	96	1176	53	1103	0.0	957	XP_011129793.1 DNA helicase [Gregarina niphandrodes]
ACNH67_000124-T1	XP_011131134.1	37.9	509	261	4	513	977	687	1184	2.59e-91	320	XP_011131134.1 DNA helicase [Gregarina niphandrodes]
ACNH67_000124-T1	XP_011130010.1	38.0	308	188	2	514	818	353	660	7.94e-57	214	XP_011130010.1 putative SNF2 helicase [Gregarina niphandrodes]
ACNH67_000124-T1	XP_011129529.1	30.7	566	282	16	514	976	20	578	8.15e-54	202	XP_011129529.1 putative SNF2 helicase [Gregarina niphandrodes]
ACNH67_000124-T1	XP_011129409.1	33.8	287	179	7	496	778	393	672	2.29e-37	151	XP_011129409.1 putative SNF2 family protein [Gregarina niphandrodes]
ACNH67_000124-T1	XP_011133419.1	28.5	291	151	5	739	973	562	851	2.29e-29	124	XP_011133419.1 SNF2 family amine-terminal domain protein [Gregarina niphandrodes]
ACNH67_000124-T1	XP_011134611.1	27.3	359	192	7	665	964	6	354	1.77e-25	108	XP_011134611.1 putative DNA repair and recombination protein RAD54 [Gregarina niphandrodes]
ACNH67_000124-T1	XP_011134612.1	26.1	284	159	10	514	756	44	317	1.28e-11	65.5	XP_011134612.1 SNF2 family amine-terminal domain protein, partial [Gregarina niphandrodes]
ACNH67_000124-T1	XP_011130585.1	43.1	65	37	0	898	962	1342	1406	3.35e-09	59.3	XP_011130585.1 SNF2 family amine-terminal domain protein [Gregarina niphandrodes]
ACNH67_000124-T1	XP_011131481.1	24.8	129	89	3	564	687	557	682	1.21e-06	50.8	XP_011131481.1 SNF2 family amine-terminal domain protein [Gregarina niphandrodes]
ACNH67_000124-T1	XP_011134162.1	37.5	64	40	0	504	567	64	127	1.19e-04	44.3	XP_011134162.1 SNF2 family amine-terminal domain protein [Gregarina niphandrodes]
ACNH67_000125-T1	XP_011133429.1	23.2	703	256	13	211	638	136	829	1.12e-52	192	XP_011133429.1 hypothetical protein GNI_177060, partial [Gregarina niphandrodes]
ACNH67_000125-T1	XP_011132351.1	55.4	112	50	0	7	118	4	115	2.30e-34	125	XP_011132351.1 putative ribosomal protein L7A [Gregarina niphandrodes]
ACNH67_000125-T1	XP_011131812.1	45.3	64	35	0	37	100	56	119	2.43e-13	66.2	XP_011131812.1 ribosomal protein L7A [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011134041.1	55.1	581	246	3	87	664	4	572	3.52e-224	634	XP_011134041.1 putative calcium-dependent protein kinase [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011133137.1	42.7	658	293	8	81	660	63	714	1.14e-179	526	XP_011133137.1 protein kinase domain protein [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011134073.1	36.0	445	251	11	226	661	2	421	8.28e-81	262	XP_011134073.1 calcium/calmodulin-dependent protein kinase [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011128824.1	32.4	503	295	15	180	661	107	585	9.53e-77	254	XP_011128824.1 putative calcium-dependent protein kinase [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011132280.1	29.7	499	300	10	188	661	82	554	9.19e-66	224	XP_011132280.1 calcium/calmodulin-dependent protein kinase [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011130224.1	29.8	430	290	9	184	608	58	480	1.08e-55	197	XP_011130224.1 protein kinase domain protein [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011131451.1	31.7	398	217	11	268	616	1	392	1.46e-53	187	XP_011131451.1 putative calmodulin-domain protein kinase, partial [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011128777.1	37.8	283	165	6	196	476	4	277	4.28e-48	180	XP_011128777.1 protein kinase domain protein [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011128486.1	32.8	314	181	6	187	471	468	780	6.79e-43	164	XP_011128486.1 protein kinase domain protein, partial [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011131796.1	28.8	476	288	17	201	656	65	509	3.10e-40	152	XP_011131796.1 protein kinase domain protein [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011129827.1	29.9	274	179	5	202	473	30	292	8.14e-30	118	XP_011129827.1 putative serine/threonine-protein kinase [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011132970.1	25.4	299	181	10	213	475	33	325	2.46e-26	109	XP_011132970.1 cyclin-dependent protein kinase-like serine/threonine kinase family catalytic domain protein [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011129322.1	28.6	290	162	11	212	466	9	288	7.05e-25	103	XP_011129322.1 cyclin-dependent serine/threonine protein kinase [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011132210.1	31.1	273	138	11	247	478	26	289	7.19e-25	103	XP_011132210.1 cyclin-dependent protein kinase [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011134349.1	31.3	252	146	8	208	451	294	526	1.91e-24	105	XP_011134349.1 protein kinase [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011131242.1	30.1	259	152	10	232	466	4	257	4.69e-21	91.3	XP_011131242.1 cyclin-dependent protein kinase-like serine/threonine kinase family catalytic domain protein [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011132475.1	27.5	287	159	10	225	466	72	354	1.37e-19	89.7	XP_011132475.1 protein kinase domain protein [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011128663.1	21.9	356	190	9	204	480	17	363	7.41e-18	85.9	XP_011128663.1 protein kinase [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011130415.1	29.0	241	136	13	208	432	50	271	8.14e-14	73.2	XP_011130415.1 casein protein kinase 2 alpha subunit, partial [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011128690.1	24.9	354	172	13	211	474	161	510	4.66e-13	70.1	XP_011128690.1 protein kinase domain protein [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011128814.1	24.1	278	187	8	202	466	19	285	4.80e-13	68.9	XP_011128814.1 putative protein kinase [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011128572.1	30.4	161	99	5	207	363	13	164	8.83e-13	68.6	XP_011128572.1 putative serine/threonine-protein kinase/mitogen-activated protein kinase [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011131586.1	27.5	149	65	4	234	339	689	837	2.76e-10	61.6	XP_011131586.1 putative protein kinase, partial [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011134516.1	25.3	174	111	7	189	344	3	175	5.73e-06	47.0	XP_011134516.1 cyclin-dependent protein kinase-like serine/threonine kinase family catalytic domain protein [Gregarina niphandrodes]
ACNH67_000126-T1	XP_011130641.1	26.5	189	92	7	307	462	15	189	2.55e-05	43.9	XP_011130641.1 putative protein kinase [Gregarina niphandrodes]
ACNH67_000127-T1	XP_011129910.1	37.0	411	190	7	188	532	484	891	1.47e-70	241	XP_011129910.1 aspartokinase [Gregarina niphandrodes]
ACNH67_000129-T1	XP_011132941.1	52.9	437	204	2	60	496	4	438	5.41e-156	449	XP_011132941.1 hexokinase [Gregarina niphandrodes]
ACNH67_000129-T1	XP_011132745.1	38.1	472	286	2	30	496	34	504	8.42e-104	318	XP_011132745.1 hexokinase [Gregarina niphandrodes]
ACNH67_000129-T1	XP_011130933.1	38.0	458	275	5	50	499	1	457	7.69e-90	281	XP_011130933.1 hexokinase, partial [Gregarina niphandrodes]
ACNH67_000129-T1	XP_011132594.1	36.9	469	278	9	42	497	11	474	1.52e-88	278	XP_011132594.1 hexokinase [Gregarina niphandrodes]
ACNH67_000131-T1	XP_011134161.1	41.6	296	150	4	10	294	379	662	4.35e-60	200	XP_011134161.1 WD domain, G-beta repeat protein [Gregarina niphandrodes]
ACNH67_000133-T1	XP_011131215.1	57.8	697	218	10	27	652	32	723	1.59e-277	775	XP_011131215.1 glutamine-fructose-6-phosphate aminotransferase [Gregarina niphandrodes]
ACNH67_000137-T1	XP_011133621.1	53.0	696	236	9	103	713	88	777	1.98e-224	645	XP_011133621.1 putative DNA topoisomerase I [Gregarina niphandrodes]
ACNH67_000139-T1	XP_011130668.1	65.8	468	155	3	10	475	1	465	1.22e-225	647	XP_011130668.1 beta-lactamase family domain protein [Gregarina niphandrodes]
ACNH67_000139-T1	XP_011133152.1	27.7	350	146	9	14	260	6	351	4.22e-29	122	XP_011133152.1 putative metallo-beta-lactamase domain protein [Gregarina niphandrodes]
ACNH67_000142-T1	XP_011129456.1	39.8	427	163	8	139	560	481	818	1.66e-70	249	XP_011129456.1 bromodomain protein [Gregarina niphandrodes]
ACNH67_000146-T1	XP_011132577.1	31.7	189	107	4	12	194	13	185	1.57e-13	68.6	XP_011132577.1 hypothetical protein GNI_141080 [Gregarina niphandrodes]
ACNH67_000147-T1	XP_011132694.1	56.0	166	70	2	160	323	3	167	4.06e-36	126	XP_011132694.1 adenylyl cyclase-associated protein [Gregarina niphandrodes]
ACNH67_000149-T1	XP_011128955.1	39.5	81	49	0	46	126	257	337	2.22e-18	78.2	XP_011128955.1 concanavalin A-like lectin/glucanase family protein [Gregarina niphandrodes]
ACNH67_000151-T1	XP_011134071.1	46.0	658	346	7	12	662	7	662	2.11e-113	353	XP_011134071.1 putative crooked neck-like pre-mRNA-splicing factor [Gregarina niphandrodes]
ACNH67_000155-T1	XP_011134069.1	48.7	520	233	9	56	566	49	543	1.09e-174	503	XP_011134069.1 putative pre-mRNA splicing factor [Gregarina niphandrodes]
